UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,H,L,M,rotational_speed_normalised
7125,M,300.8,310.3,1868,24.5,95.0,0,0,0,0,0,0,0,0,1,0.3157622301662655
372,L,297.5,310.0115802171291,1604,38.1,106.0,0,0,0,0,0,0,0,1,0,0.3157622301577428
1742,M,298.5,308.0,1363,49.2,149.0,0,0,0,0,0,0,0,0,1,0.31576223014272764
9834,L,298.3,309.1,1386,45.3,212.0,0,0,0,0,0,0,0,1,0,0.315762230144651
6636,L,301.5,310.5,1534,39.3,119.0,0,0,0,0,0,0,0,1,0,0.3157622301543641
2633,M,300.0,309.7,1652,28.6,112.0,0,0,0,0,0,0,0,0,1,0.31576223015972754
914,L,300.1,306.0,1621,29.5,176.0,0,0,0,0,0,0,0,1,0,0.3157622301584738
419,L,297.4,308.4,2151,17.7,0.0,0,0,0,0,0,0,0,1,0,0.31576223017121824
5144,M,304.3,313.5,1525,42.0,2.0,0,0,0,0,0,0,0,0,1,0.3157622301538819
5,L,298.2,308.7,1408,40.0,9.0,0,0,0,0,0,0,0,1,0,0.31576223014637045
5548,M,300.1,311.7,1540,28.9,149.0,0,0,0,0,0,0,0,0,1,0.3157622301546791
5747,M,300.1,310.0115802171291,1635,31.6,23.0,0,0,0,0,0,0,0,0,1,0.31576223015905225
3256,L,301.0,309.7,1491,42.9,165.0,0,0,0,0,0,0,0,1,0,0.3157622301519487
7568,M,300.1,311.0,2370,14.7,108.0,0,0,0,0,0,0,0,0,1,0.3157622301735439
3499,L,301.9,311.0,1289,54.9,128.0,0,0,0,0,0,0,0,1,0,0.31576223013552274
2129,L,299.4,309.0,1800,24.3,128.0,0,0,0,0,0,0,0,1,0,0.3157622301645528
1450,H,299.0,310.4,1677,30.8,73.0,0,0,0,0,0,0,1,0,0,0.3157622301606695
8090,L,300.1,311.3,1676,30.3,151.0,0,0,0,0,0,0,0,1,0,0.31576223016063293
9420,L,298.0,308.4,1911,22.0,13.0,0,0,0,0,0,0,0,1,0,0.31576223016722127
5025,L,303.9,313.1,1639,29.0,95.0,0,0,0,0,0,0,0,1,0,0.3157622301592138
5346,L,303.5,312.8,1524,39.4,108.0,0,0,0,0,0,0,0,1,0,0.3157622301538276
7394,M,299.7,310.5,1594,35.4,134.0,0,0,0,0,0,0,0,0,1,0.31576223015729754
6538,M,301.3,310.5,1481,39.7,85.0,0,0,0,0,0,0,0,0,1,0.3157622301513445
1974,L,297.9,307.6,1747,25.3,136.0,0,0,0,0,0,0,0,1,0,0.31576223016301846
6634,M,301.5,310.5,1737,29.3,114.0,0,0,0,0,0,0,0,0,1,0.31576223016270677
7302,L,300.1,310.4,1554,39.4,115.0,0,0,0,0,0,0,0,1,0,0.3157622301553945
5667,L,302.2,311.4,1430,43.1,29.0,0,0,0,0,0,0,0,1,0,0.31576223014798155
4536,L,302.4,310.2,1503,36.2,108.0,0,0,0,0,0,0,0,1,0,0.31576223015265187
6841,L,301.1,311.1,1799,21.7,206.0,0,0,0,0,0,0,0,1,0,0.31576223016452554
9971,H,298.4,308.1,1891,24.7,158.0,0,0,0,0,0,0,1,0,0,0.31576223016678795
5409,L,302.6,312.4,1628,33.0,15.0,0,0,0,0,0,0,0,1,0,0.31576223015876564
9012,M,297.2,307.9,1530,35.9,197.0,0,0,0,0,0,0,0,0,1,0.3157622301541512
5513,L,302.8,312.2,1682,30.9,58.0,0,0,0,0,0,0,0,1,0,0.315762230160851
9722,L,298.8,309.8,1490,40.6,124.0,0,0,0,0,0,0,0,1,0,0.31576223015188903
4803,M,303.5,312.4,1318,54.2,177.0,0,0,0,0,0,0,0,0,1,0.31576223013854776
578,L,297.7,309.7,1591,37.7,196.0,0,0,0,0,0,0,0,1,0,0.31576223015716165
5010,L,303.7,312.8,1523,40.7,59.0,0,0,0,0,0,0,0,1,0,0.3157622301537731
5501,L,302.7,312.1,1601,35.2,31.0,0,0,0,0,0,0,0,1,0,0.31576223015761046
7229,H,300.1,309.7,1368,47.4,148.0,0,0,0,0,0,0,1,0,0,0.3157622301431573
4351,M,301.9,309.7,1568,37.5,135.0,0,0,0,0,0,0,0,0,1,0.3157622301560836
5223,L,303.9,313.1,1665,29.6,0.0,0,0,0,0,0,0,0,1,0,0.3157622301602247
2040,M,299.0,308.9,1449,39.6,105.0,0,0,0,0,0,0,0,0,1,0.31576223014929217
3773,L,302.4,311.1,1448,44.8,195.0,0,0,0,0,0,0,0,1,0,0.315762230149225
7531,M,300.1,311.4,1617,39.3,47.0,0,0,0,0,0,0,0,0,1,0.3157622301583047
3245,M,301.0,309.6,1397,48.0,135.0,0,0,0,0,0,0,0,0,1,0.31576223014552485
550,L,297.4,309.2,1437,40.4,117.0,0,0,0,0,0,0,0,1,0,0.3157622301484728
2789,L,300.3,309.6,1326,52.4,57.0,0,0,0,0,0,0,0,1,0,0.31576223013933435
3786,L,302.3,310.9,1545,36.7,18.0,0,0,0,0,0,0,0,1,0,0.3157622301549377
3383,L,301.3,310.6,1510,38.5,108.0,0,0,0,0,0,0,0,1,0,0.3157622301530513
2812,L,299.9,309.2,1761,25.6,115.0,0,0,0,0,0,0,0,1,0,0.31576223016344257
5251,L,303.5,312.9,1332,52.9,66.0,0,0,0,0,0,0,0,1,0,0.31576223013991145
1174,H,297.1,308.0,1559,38.8,108.0,0,0,0,0,0,0,1,0,0,0.3157622301556436
7625,L,300.6,311.7,1507,45.5,74.0,0,0,0,0,0,0,0,1,0,0.3157622301528811
3517,L,302.0,311.1,1402,47.8,108.0,0,0,0,0,0,0,0,1,0,0.31576223014591265
2265,M,299.2,308.4,1415,43.5,53.0,0,0,0,0,0,0,0,0,1,0.31576223014689436
8883,L,300.1,309.2,1378,49.7,94.0,0,0,0,0,0,0,0,1,0,0.3157622301439972
6429,M,300.2,309.8,1743,24.1,18.0,0,0,0,0,0,0,0,0,1,0.3157622301628947
14,M,298.6,309.2,1742,30.0,37.0,0,0,0,0,0,0,0,0,1,0.3157622301628636
9245,L,298.3,308.8,1767,27.3,168.0,0,0,0,0,0,0,0,1,0,0.31576223016362004
1333,L,299.0,310.3,1868,24.0,221.0,0,0,0,0,0,0,0,1,0,0.3157622301662655
6439,L,300.4,310.0,1581,30.3,42.0,0,0,0,0,0,0,0,1,0,0.31576223015670096
3843,L,302.5,310.0115802171291,1545,40.1,165.0,0,0,0,0,0,0,0,1,0,0.3157622301549377
424,L,297.3,308.3,1484,43.9,13.0,0,0,0,0,0,0,0,1,0,0.31576223015152755
4294,L,301.8,310.0,1393,44.9,208.0,0,0,0,0,0,0,0,1,0,0.3157622301452104
625,H,298.3,310.1,1509,37.6,85.0,0,0,0,0,0,0,1,0,0,0.3157622301529947
9914,L,298.5,308.8,1589,30.6,11.0,0,0,0,0,0,0,0,1,0,0.3157622301570705
9182,L,297.9,309.1,1521,36.1,15.0,0,0,0,0,0,0,0,1,0,0.3157622301536637
576,M,297.9,309.9,1410,55.4,188.0,0,0,0,0,0,0,0,0,1,0.3157622301465212
5453,M,303.0,312.7,1553,35.8,122.0,0,0,0,0,0,0,0,0,1,0.3157622301553443
1663,H,298.2,307.9,1462,45.5,171.0,0,0,0,0,0,0,1,0,0,0.31576223015014854
6171,H,300.8,310.5,1559,40.1,220.0,0,0,0,0,0,0,1,0,0,0.3157622301556436
4087,L,302.0,310.5,1567,36.1,124.0,0,0,0,0,0,0,0,1,0,0.3157622301560353
9075,M,297.2,308.1,1554,41.3,147.0,0,0,0,0,0,0,0,0,1,0.3157622301553945
5159,L,304.1,313.3,1459,50.3,39.0,0,0,0,0,0,0,0,1,0,0.3157622301499537
3108,M,299.8,309.1,1456,39.4,209.0,0,0,0,0,0,0,0,0,1,0.31576223014975724
453,M,297.4,308.6,1643,31.0,89.0,0,0,0,0,0,0,0,0,1,0.31576223015937366
7216,L,299.9,309.8,1477,47.7,112.0,0,0,0,0,0,0,0,1,0,0.315762230151098
5515,L,302.7,312.0,1828,24.0,63.0,0,0,0,0,0,0,0,1,0,0.3157622301652902
8711,L,300.1,308.5,1712,32.1,48.0,0,0,0,0,0,0,0,1,0,0.315762230161894
8426,L,299.2,310.6,1567,38.4,172.0,0,0,0,0,0,0,0,1,0,0.3157622301560353
903,L,295.6,306.1,1383,48.7,147.0,0,0,0,0,0,0,0,1,0,0.3157622301444077
2494,M,299.0,308.8,1418,45.7,204.0,0,0,0,0,0,0,0,0,1,0.3157622301471157
5932,L,300.3,310.4,1336,54.4,52.0,0,0,0,0,0,0,0,1,0,0.3157622301402902
3075,L,300.1,309.2,1783,27.3,118.0,0,0,0,0,0,0,0,1,0,0.3157622301640813
1454,L,299.1,310.4,1450,40.9,85.0,0,0,0,0,0,0,0,1,0,0.31576223014935917
645,H,297.7,309.4,1608,30.2,135.0,0,0,0,0,0,0,1,0,0,0.3157622301579177
1841,M,297.7,307.2,1405,43.7,2.0,0,0,0,0,0,0,0,0,1,0.3157622301461425
491,L,300.1,309.2,1459,37.9,191.0,0,0,0,0,0,0,0,1,0,0.3157622301499537
3402,M,301.4,310.7,1617,34.3,101.0,0,0,0,0,0,0,0,0,1,0.3157622301583047
5082,M,304.1,313.3,1494,39.0,49.0,0,0,0,0,0,0,0,0,1,0.3157622301521267
1821,L,298.1,307.5,1493,43.7,153.0,0,0,0,0,0,0,0,1,0,0.3157622301520675
4729,L,303.4,311.7,1406,47.1,213.0,0,0,0,0,0,0,0,1,0,0.31576223014621874
6782,M,300.1,310.8,1494,35.3,54.0,0,0,0,0,0,0,0,0,1,0.3157622301521267
1732,M,298.3,307.9,1485,42.0,117.0,0,0,0,0,0,0,0,0,1,0.3157622301515882
2720,L,299.5,309.2,1690,29.2,108.0,0,0,0,0,0,0,0,1,0,0.3157622301611367
9133,M,297.6,308.6,1585,42.0,90.0,0,0,0,0,0,0,0,0,1,0.3157622301568867
1969,L,298.0,307.6,1281,50.8,122.0,0,0,0,0,0,0,0,1,0,0.31576223013463744
7202,L,300.0,309.8,1474,40.6,78.0,0,0,0,0,0,0,0,1,0,0.31576223015091137
8591,L,297.4,307.9,1557,35.5,174.0,0,0,0,0,0,0,0,1,0,0.3157622301555444
684,L,297.7,309.0,1874,24.4,28.0,0,0,0,0,0,0,0,1,0,0.3157622301664043
5828,L,301.3,311.1,1624,40.9,0.0,0,0,0,0,0,0,0,1,0,0.3157622301585995
4243,L,302.4,310.0115802171291,1462,48.5,81.0,0,0,0,0,0,0,0,1,0,0.31576223015014854
1917,L,298.0,307.7,1387,50.8,204.0,0,0,0,0,0,0,0,1,0,0.31576223014473165
6000,M,300.4,310.2,1671,30.5,234.0,1,1,0,0,0,0,0,0,1,0.31576223016044874
5852,L,301.2,311.0,1573,32.8,57.0,0,0,0,0,0,0,0,1,0,0.3157622301563236
9110,L,297.5,308.6,1513,39.7,32.0,0,0,0,0,0,0,0,1,0,0.3157622301532202
2885,L,300.6,310.0115802171291,1409,42.4,57.0,0,0,0,0,0,0,0,1,0,0.31576223014644594
5931,L,300.3,310.3,1483,51.6,50.0,0,0,0,0,0,0,0,1,0,0.3157622301514667
4704,M,303.6,311.8,1432,42.5,150.0,0,0,0,0,0,0,0,0,1,0.31576223014812294
6075,M,301.0,310.8,1533,39.3,194.0,0,0,0,0,0,0,0,0,1,0.3157622301543111
4259,M,302.7,311.1,1297,60.7,125.0,1,0,1,0,0,0,0,0,1,0.31576223013638544
4143,L,301.7,310.1,1424,50.2,54.0,0,0,0,0,0,0,0,1,0,0.3157622301475524
5351,M,303.4,310.0115802171291,1622,35.1,107.0,0,0,0,0,0,0,0,0,1,0.3157622301585158
2064,L,299.7,310.0115802171291,1321,53.4,166.0,0,0,0,0,0,0,0,1,0,0.315762230138845
6151,L,301.1,311.1,1711,29.1,170.0,0,0,0,0,0,0,0,1,0,0.3157622301618604
2829,M,300.4,310.0115802171291,1875,23.9,155.0,0,0,0,0,0,0,0,0,1,0.3157622301664273
8497,M,298.3,309.4,1816,22.6,138.0,0,0,0,0,0,0,0,0,1,0.31576223016497995
612,L,298.1,310.0,1553,40.9,49.0,0,0,0,0,0,0,0,1,0,0.3157622301553443
2934,M,300.8,309.7,1751,27.9,183.0,0,0,0,0,0,0,0,0,1,0.3157622301631411
8062,M,300.2,311.6,1465,41.4,78.0,0,0,0,0,0,0,0,0,1,0.31576223015034166
8353,L,298.6,309.6,1491,36.9,192.0,0,0,0,0,0,0,0,1,0,0.3157622301519487
8733,L,297.2,310.0115802171291,1864,23.6,103.0,0,0,0,0,0,0,0,1,0,0.31576223016617183
9762,L,300.1,309.7,1703,26.1,5.0,0,0,0,0,0,0,0,1,0,0.31576223016158905
2998,L,300.5,309.8,1345,62.7,153.0,0,0,0,0,0,0,0,1,0,0.31576223014112537
2443,M,299.1,310.0115802171291,1332,51.7,71.0,0,0,0,0,0,0,0,0,1,0.31576223013991145
5394,L,300.1,312.3,1473,42.6,232.0,0,0,0,0,0,0,0,1,0,0.31576223015084876
2130,H,299.4,310.0115802171291,1607,33.7,130.0,0,0,0,0,0,0,1,0,0,0.31576223015787414
7580,L,300.4,311.2,1436,56.8,173.0,0,0,0,0,0,0,0,1,0,0.3157622301484032
1613,M,297.9,307.9,1540,39.8,38.0,0,0,0,0,0,0,0,0,1,0.3157622301546791
114,M,298.8,308.6,1486,41.9,92.0,0,0,0,0,0,0,0,0,1,0.3157622301516487
9983,M,298.7,308.4,1507,45.7,192.0,0,0,0,0,0,0,0,0,1,0.3157622301528811
7835,L,300.0,311.4,1483,45.6,187.0,0,0,0,0,0,0,0,1,0,0.3157622301514667
3375,L,301.4,310.7,1376,50.6,25.0,0,0,0,0,0,0,0,1,0,0.3157622301438312
9650,H,299.1,310.0,1657,33.1,187.0,0,0,0,0,0,0,1,0,0,0.31576223015992066
8231,L,299.1,310.5,1736,26.9,74.0,0,0,0,0,0,0,0,1,0,0.3157622301626752
8408,L,298.4,309.5,1357,50.1,125.0,0,0,0,0,0,0,0,1,0,0.3157622301422034
2683,M,299.9,309.6,1364,44.4,20.0,0,0,0,0,0,0,0,0,1,0.3157622301428141
3658,L,302.1,311.5,1477,45.4,111.0,0,0,0,0,0,0,0,1,0,0.315762230151098
1980,H,298.0,307.6,1420,45.8,150.0,0,0,0,0,0,0,1,0,0,0.31576223014726207
9388,H,297.4,307.9,1390,52.0,131.0,0,0,0,0,0,0,1,0,0,0.31576223014497207
5113,M,304.1,310.0115802171291,1441,43.7,131.0,0,0,0,0,0,0,0,0,1,0.3157622301487491
480,M,297.4,308.9,1323,57.3,163.0,0,0,0,0,0,0,0,0,1,0.3157622301390417
3193,M,300.1,309.2,1418,39.8,221.0,0,0,0,0,0,0,0,0,1,0.3157622301471157
8941,H,297.3,308.3,1935,19.3,24.0,0,0,0,0,0,0,1,0,0,0.31576223016771693
254,L,298.0,308.2,1357,48.2,7.0,0,0,0,0,0,0,0,1,0,0.3157622301422034
7236,L,299.8,310.0,1361,53.8,167.0,0,0,0,0,0,0,0,1,0,0.315762230142554
3879,L,302.6,311.7,1773,27.1,30.0,0,0,0,0,0,0,0,1,0,0.315762230163795
5489,L,302.7,312.2,1450,52.1,213.0,1,0,0,0,1,0,0,1,0,0.31576223014935917
8444,M,298.6,309.9,1668,32.3,6.0,0,0,0,0,0,0,0,0,1,0.31576223016033717
8456,L,298.6,309.9,1356,59.5,34.0,0,0,0,0,0,0,0,1,0,0.3157622301421151
9733,L,298.9,310.0,2231,17.4,151.0,0,0,0,0,0,0,0,1,0,0.31576223017217886
543,L,297.5,310.0115802171291,1803,24.7,98.0,0,0,0,0,0,0,0,1,0,0.3157622301646341
5101,M,304.2,313.5,1437,47.2,102.0,0,0,0,0,0,0,0,0,1,0.3157622301484728
8660,L,297.5,308.5,1375,55.6,128.0,0,0,0,0,0,0,0,1,0,0.3157622301437479
3371,L,301.4,310.7,1584,32.2,17.0,0,0,0,0,0,0,0,1,0,0.31576223015684046
526,L,297.4,309.4,1466,45.5,53.0,0,0,0,0,0,0,0,1,0,0.31576223015040566
9498,H,299.1,310.0115802171291,1443,40.3,0.0,0,0,0,0,0,0,1,0,0,0.31576223014888605
1625,M,297.8,307.8,1310,57.9,70.0,0,0,0,0,0,0,0,0,1,0.315762230137741
2009,L,298.5,308.3,1811,24.7,27.0,0,0,0,0,0,0,0,1,0,0.31576223016484817
8995,M,297.1,310.0115802171291,1980,20.3,159.0,0,0,0,0,0,0,0,0,1,0.31576223016858024
6015,H,300.8,310.8,1618,32.8,40.0,0,0,0,0,0,0,1,0,0,0.3157622301583471
1486,M,298.1,309.0,1976,19.3,158.0,0,0,0,0,0,0,0,0,1,0.3157622301685068
2365,L,299.2,308.5,1366,49.7,74.0,0,0,0,0,0,0,0,1,0,0.3157622301429862
535,L,297.5,309.3,1623,33.4,74.0,0,0,0,0,0,0,0,1,0,0.3157622301585577
4383,L,301.8,309.5,1525,39.6,227.0,0,0,0,0,0,0,0,1,0,0.3157622301538819
9232,L,298.2,309.1,1539,36.5,134.0,0,0,0,0,0,0,0,1,0,0.31576223015462695
4831,L,303.5,312.0,1756,29.7,28.0,0,0,0,0,0,0,0,1,0,0.3157622301632927
2624,M,299.6,310.0115802171291,1283,62.1,83.0,0,0,0,0,0,0,0,0,1,0.31576223013486093
5673,H,302.1,311.6,1701,26.2,46.0,0,0,0,0,0,0,1,0,0,0.3157622301615204
7167,M,300.3,310.2,1429,44.7,203.0,0,0,0,0,0,0,0,0,1,0.31576223014791055
8657,M,297.3,308.3,1697,27.4,121.0,0,0,0,0,0,0,0,0,1,0.31576223016138205
7013,L,300.4,310.4,1298,61.4,19.0,0,0,0,0,0,0,0,1,0,0.31576223013649174
9771,H,300.1,309.5,1584,31.8,27.0,0,0,0,0,0,0,1,0,0,0.31576223015684046
6808,L,301.0,310.8,1549,41.4,121.0,0,0,0,0,0,0,0,1,0,0.3157622301551421
4900,L,303.6,312.3,2168,17.7,219.0,0,0,0,0,0,0,0,1,0,0.31576223017143484
1564,L,298.2,310.0115802171291,1402,51.0,141.0,0,0,0,0,0,0,0,1,0,0.31576223014591265
130,L,298.9,308.5,1559,34.3,108.0,0,0,0,0,0,0,0,1,0,0.3157622301556436
7711,M,300.5,311.4,1390,51.9,68.0,0,0,0,0,0,0,0,0,1,0.31576223014497207
370,H,297.5,308.4,1587,36.1,98.0,0,0,0,0,0,0,1,0,0,0.3157622301569788
662,M,297.6,309.0,1427,45.6,179.0,0,0,0,0,0,0,0,0,1,0.3157622301477679
3042,L,300.4,310.0115802171291,1543,38.9,37.0,0,0,0,0,0,0,0,1,0,0.3157622301548347
6468,L,300.4,309.7,1692,27.4,115.0,0,0,0,0,0,0,0,1,0,0.3157622301612072
8679,L,297.3,308.5,1514,44.5,177.0,0,0,0,0,0,0,0,1,0,0.31576223015327615
4029,L,302.0,310.0115802171291,1455,43.2,220.0,0,0,0,0,0,0,0,1,0,0.3157622301496914
282,L,298.1,308.0,1626,36.5,83.0,0,0,0,0,0,0,0,1,0,0.31576223015868277
9209,L,298.0,308.9,1406,40.9,77.0,0,0,0,0,0,0,0,1,0,0.31576223014621874
5782,M,301.7,311.1,1618,36.7,115.0,0,0,0,0,0,0,0,0,1,0.3157622301583471
2651,L,299.9,309.6,1280,59.3,163.0,0,0,0,0,0,0,0,1,0,0.31576223013452515
9381,L,297.4,308.1,1435,45.7,110.0,0,0,0,0,0,0,0,1,0,0.31576223014833343
9622,M,299.0,310.0,2049,19.5,111.0,0,0,0,0,0,0,0,0,1,0.3157622301697555
5870,L,301.5,311.1,2076,18.7,103.0,0,0,0,0,0,0,0,1,0,0.3157622301701721
1472,L,298.5,309.6,1421,53.6,122.0,0,0,0,0,0,0,0,1,0,0.31576223014733495
5478,L,302.7,312.1,1763,26.5,184.0,0,0,0,0,0,0,0,1,0,0.31576223016350197
4152,M,301.9,310.0115802171291,1373,48.0,108.0,1,0,1,0,0,0,0,0,1,0.3157622301435804
8554,M,298.1,309.0,1661,38.2,82.0,0,0,0,0,0,0,0,0,1,0.31576223016007343
7496,L,300.3,311.9,1609,34.0,177.0,0,0,0,0,0,0,0,1,0,0.3157622301579611
7184,L,300.2,310.3,1445,50.9,34.0,0,0,0,0,0,0,0,1,0,0.31576223014902216
9849,H,298.5,309.2,1568,40.6,39.0,0,0,0,0,0,0,1,0,0,0.3157622301560836
9373,L,297.7,308.4,1487,41.4,84.0,0,0,0,0,0,0,0,1,0,0.31576223015170907
4682,M,303.6,311.8,1659,34.7,94.0,0,0,0,0,0,0,0,0,1,0.31576223015999727
7554,L,300.3,311.3,1505,39.6,107.0,0,0,0,0,0,0,0,1,0,0.3157622301527668
1539,L,298.4,309.1,1798,29.6,81.0,0,0,0,0,0,0,0,1,0,0.3157622301644983
997,M,296.3,310.0115802171291,1286,51.1,177.0,0,0,0,0,0,0,0,0,1,0.31576223013519344
9530,L,299.1,310.3,1459,46.7,84.0,0,0,0,0,0,0,0,1,0,0.3157622301499537
8238,L,299.1,310.6,1796,26.0,108.0,0,0,0,0,0,0,0,1,0,0.31576223016444355
9823,L,298.5,309.4,1360,60.9,187.0,1,0,0,0,1,0,0,1,0,0.31576223014246674
7474,M,300.3,311.6,1304,62.8,118.0,0,0,0,0,0,0,0,0,1,0.31576223013712235
2585,L,299.1,308.8,1502,46.7,197.0,0,0,0,0,0,0,0,1,0,0.31576223015259414
325,M,297.8,310.0115802171291,1488,41.9,196.0,0,0,0,0,0,0,0,0,1,0.31576223015176924
6428,L,300.2,309.8,1418,49.3,108.0,0,0,0,0,0,0,0,1,0,0.3157622301471157
4419,L,302.6,310.3,1642,33.2,82.0,0,0,0,0,0,0,0,1,0,0.31576223015933386
4984,L,303.8,313.1,1869,25.8,211.0,0,0,0,0,0,0,0,1,0,0.31576223016628874
4921,L,303.4,312.2,1337,69.4,52.0,1,0,0,1,0,0,0,1,0,0.3157622301403841
2744,L,299.6,310.0115802171291,1476,45.3,166.0,0,0,0,0,0,0,0,1,0,0.315762230151036
8240,L,299.0,310.4,1339,49.6,94.0,0,0,0,0,0,0,0,1,0,0.3157622301405712
5655,L,302.3,311.6,1544,34.3,0.0,0,0,0,0,0,0,0,1,0,0.31576223015488625
2586,M,299.0,308.7,1620,35.4,199.0,0,0,0,0,0,0,0,0,1,0.3157622301584317
8841,M,297.3,308.7,1542,37.0,184.0,0,0,0,0,0,0,0,0,1,0.315762230154783
2687,L,299.8,309.4,1633,27.5,29.0,0,0,0,0,0,0,0,1,0,0.31576223015897087
212,L,298.5,308.7,1575,33.9,108.0,0,0,0,0,0,0,0,1,0,0.3157622301564187
7360,M,299.4,310.0,1512,43.2,47.0,0,0,0,0,0,0,0,0,1,0.31576223015316407
867,L,295.9,310.0115802171291,1678,26.7,53.0,0,0,0,0,0,0,0,1,0,0.315762230160706
8922,L,297.1,308.1,1633,33.3,192.0,0,0,0,0,0,0,0,1,0,0.31576223015897087
2699,L,300.0,310.0115802171291,2010,20.0,55.0,0,0,0,0,0,0,0,1,0,0.3157622301691119
2384,L,299.1,308.2,1568,33.3,123.0,0,0,0,0,0,0,0,1,0,0.3157622301560836
4365,H,302.1,310.1,1615,29.9,176.0,0,0,0,0,0,0,1,0,0,0.31576223015821947
7172,M,300.2,310.2,1438,51.5,7.0,0,0,0,0,0,0,0,0,1,0.3157622301485422
2811,L,299.8,309.1,1772,24.8,113.0,0,0,0,0,0,0,0,1,0,0.31576223016376603
327,L,297.7,308.5,1501,41.4,201.0,0,0,0,0,0,0,0,1,0,0.31576223015253624
9010,L,297.3,307.9,1579,34.4,193.0,0,0,0,0,0,0,0,1,0,0.31576223015660737
7037,L,300.7,310.6,1540,52.7,85.0,0,0,0,0,0,0,0,1,0,0.3157622301546791
406,L,297.3,308.5,1350,57.6,186.0,0,0,0,0,0,0,0,1,0,0.3157622301415794
7506,L,300.5,310.0115802171291,1546,39.4,203.0,0,0,0,0,0,0,0,1,0,0.315762230154989
4661,L,303.2,311.2,1439,43.9,30.0,0,0,0,0,0,0,0,1,0,0.3157622301486114
1893,M,297.8,310.0115802171291,1438,43.6,141.0,0,0,0,0,0,0,0,0,1,0.3157622301485422
387,L,300.1,308.7,1319,50.9,141.0,0,0,0,0,0,0,0,1,0,0.3157622301386471
8251,M,299.0,310.4,1394,45.2,122.0,0,0,0,0,0,0,0,0,1,0.31576223014528937
9711,L,300.1,310.1,1336,61.3,94.0,0,0,0,0,0,0,0,1,0,0.3157622301402902
5014,M,303.8,312.9,1594,35.2,69.0,0,0,0,0,0,0,0,0,1,0.31576223015729754
460,L,297.4,308.6,1476,42.3,107.0,0,0,0,0,0,0,0,1,0,0.315762230151036
8310,M,298.7,310.0,1459,40.2,69.0,0,0,0,0,0,0,0,0,1,0.3157622301499537
3279,L,301.3,310.0,1506,40.8,11.0,0,0,0,0,0,0,0,1,0,0.315762230152824
9340,L,298.5,309.0,1458,44.8,217.0,0,0,0,0,0,0,0,1,0,0.3157622301498884
9668,L,299.2,310.3,1352,48.9,238.0,1,0,0,0,1,0,0,1,0,0.315762230141759
7533,M,300.1,311.3,1629,32.1,55.0,0,0,0,0,0,0,0,0,1,0.3157622301588069
5058,L,303.8,312.9,1367,49.9,192.0,0,0,0,0,0,0,0,1,0,0.31576223014307186
3258,L,301.2,309.9,1984,19.7,169.0,0,0,0,0,0,0,0,1,0,0.31576223016865307
183,M,298.1,308.2,1342,48.1,54.0,0,0,0,0,0,0,0,0,1,0.3157622301408496
4505,L,302.4,310.1,1645,31.6,93.0,0,0,0,0,0,0,0,1,0,0.315762230159453
1053,L,296.7,307.7,1927,23.9,112.0,0,0,0,0,0,0,0,1,0,0.31576223016755456
1118,L,296.5,307.4,1523,40.7,85.0,0,0,0,0,0,0,0,1,0,0.3157622301537731
8781,M,297.5,308.6,1327,52.1,24.0,0,0,0,0,0,0,0,0,1,0.3157622301394313
3147,M,300.5,309.9,1780,26.5,101.0,0,0,0,0,0,0,0,0,1,0.3157622301639961
41,L,298.8,309.1,1362,45.4,113.0,0,0,0,0,0,0,0,1,0,0.315762230142641
6358,L,300.2,309.8,1398,54.8,39.0,0,0,0,0,0,0,0,1,0,0.31576223014560284
8557,L,298.2,309.0,1489,40.6,89.0,0,0,0,0,0,0,0,1,0,0.3157622301518292
3725,M,302.3,311.2,1507,47.7,70.0,0,0,0,0,0,0,0,0,1,0.3157622301528811
5610,M,303.1,312.4,1378,50.1,104.0,0,0,0,0,0,0,0,0,1,0.3157622301439972
2816,M,300.1,309.4,1569,31.6,124.0,0,0,0,0,0,0,0,0,1,0.31576223015613186
6424,M,300.3,310.0,1537,37.5,6.0,0,0,0,0,0,0,0,0,1,0.3157622301545222
5056,H,303.8,312.9,1378,45.6,184.0,0,0,0,0,0,0,1,0,0,0.3157622301439972
6235,L,301.2,310.8,1479,41.2,155.0,0,0,0,0,0,0,0,1,0,0.3157622301512216
3607,L,301.7,310.7,1318,55.0,194.0,0,0,0,0,0,0,0,1,0,0.31576223013854776
9428,L,298.2,308.8,1540,34.8,32.0,0,0,0,0,0,0,0,1,0,0.3157622301546791
3814,L,302.0,310.6,1467,44.9,86.0,0,0,0,0,0,0,0,1,0,0.3157622301504695
2343,M,299.2,308.2,1674,28.2,14.0,0,0,0,0,0,0,0,0,1,0.31576223016055954
9825,L,298.4,309.3,1504,39.3,192.0,0,0,0,0,0,0,0,1,0,0.3157622301527094
7844,M,300.1,311.7,1400,48.5,205.0,0,0,0,0,0,0,0,0,1,0.3157622301457582
5795,M,301.9,310.0115802171291,1492,40.8,150.0,0,0,0,0,0,0,0,0,1,0.3157622301520082
3434,M,301.6,310.6,1924,23.6,181.0,0,0,0,0,0,0,0,0,1,0.31576223016749294
5900,H,300.9,310.6,1686,27.7,176.0,0,0,0,0,0,0,1,0,0,0.31576223016099453
